video_id,path,source_url,note_id,category,source_category,primary_category,subcategory,author,region,language,enabled,profile_ready,filename
relationship_6a3bd6ce000000001702e514,/Users/linying/workers/rednote-library/materials/两性-情感故事_@芝士啵啵葡萄_新马泰_马来语_6a3bd6ce000000001702e514.mp4,https://www.xiaohongshu.com/explore/6a3bd6ce000000001702e514,6a3bd6ce000000001702e514,relationship,两性-情感故事,两性,情感故事,@芝士啵啵葡萄,新马泰,马来语,true,false,两性-情感故事_@芝士啵啵葡萄_新马泰_马来语_6a3bd6ce000000001702e514.mp4
relationship_67efdc1d000000001d001938,/Users/linying/workers/rednote-library/materials/两性-情感故事_@许了个嫄_新马泰_马来语_67efdc1d000000001d001938.mp4,https://www.xiaohongshu.com/explore/67efdc1d000000001d001938,67efdc1d000000001d001938,relationship,两性-情感故事,两性,情感故事,@许了个嫄,新马泰,马来语,true,false,两性-情感故事_@许了个嫄_新马泰_马来语_67efdc1d000000001d001938.mp4
outdoor_69e1adc3000000001d01bdc0,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@leen20_菲越柬_英语_69e1adc3000000001d01bdc0.mp4,https://www.xiaohongshu.com/explore/69e1adc3000000001d01bdc0,69e1adc3000000001d01bdc0,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@leen20,菲越柬,英语,true,false,其他运动-陆地户外（雨季内容）_@leen20_菲越柬_英语_69e1adc3000000001d01bdc0.mp4
outdoor_6905ef8c000000000503b043,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@一杯咖啡因_菲越柬_越南语_6905ef8c000000000503b043.mp4,https://www.xiaohongshu.com/explore/6905ef8c000000000503b043,6905ef8c000000000503b043,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@一杯咖啡因,菲越柬,越南语,true,false,其他运动-陆地户外（雨季内容）_@一杯咖啡因_菲越柬_越南语_6905ef8c000000000503b043.mp4
outdoor_693567dd000000000d03eeff,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@七鲸非鱼_菲越柬_越南语_693567dd000000000d03eeff.mp4,https://www.xiaohongshu.com/explore/693567dd000000000d03eeff,693567dd000000000d03eeff,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@七鲸非鱼,菲越柬,越南语,true,false,其他运动-陆地户外（雨季内容）_@七鲸非鱼_菲越柬_越南语_693567dd000000000d03eeff.mp4
outdoor_68f0c857000000000301e6fc,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@万千少年的梦_菲越柬_英语_68f0c857000000000301e6fc.mp4,https://www.xiaohongshu.com/explore/68f0c857000000000301e6fc,68f0c857000000000301e6fc,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@万千少年的梦,菲越柬,英语,true,false,其他运动-陆地户外（雨季内容）_@万千少年的梦_菲越柬_英语_68f0c857000000000301e6fc.mp4
outdoor_68e71f1400000000030237dc,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@姝丽LLL_菲越柬_英语_68e71f1400000000030237dc.mp4,https://www.xiaohongshu.com/explore/68e71f1400000000030237dc,68e71f1400000000030237dc,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@姝丽LLL,菲越柬,英语,true,false,其他运动-陆地户外（雨季内容）_@姝丽LLL_菲越柬_英语_68e71f1400000000030237dc.mp4
outdoor_69be12c2000000001a02b63e,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@小众日记（露营徒步）_菲越柬_英语_69be12c2000000001a02b63e.mp4,https://www.xiaohongshu.com/explore/69be12c2000000001a02b63e,69be12c2000000001a02b63e,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@小众日记（露营徒步）,菲越柬,英语,true,false,其他运动-陆地户外（雨季内容）_@小众日记（露营徒步）_菲越柬_英语_69be12c2000000001a02b63e.mp4
outdoor_68ddd92400000000050316ea,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@小倌宁_菲越柬_英语_68ddd92400000000050316ea.mp4,https://www.xiaohongshu.com/explore/68ddd92400000000050316ea,68ddd92400000000050316ea,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@小倌宁,菲越柬,英语,true,false,其他运动-陆地户外（雨季内容）_@小倌宁_菲越柬_英语_68ddd92400000000050316ea.mp4
outdoor_6a2e7ce7000000001702c92e,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@开间KEIGAN 楠楠_菲越柬_越南语_6a2e7ce7000000001702c92e.mp4,https://www.xiaohongshu.com/explore/6a2e7ce7000000001702c92e,6a2e7ce7000000001702c92e,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@开间KEIGAN 楠楠,菲越柬,越南语,true,false,其他运动-陆地户外（雨季内容）_@开间KEIGAN 楠楠_菲越柬_越南语_6a2e7ce7000000001702c92e.mp4
outdoor_690f3b510000000003039b48,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@梦星屿_菲越柬_英语_690f3b510000000003039b48.mp4,https://www.xiaohongshu.com/explore/690f3b510000000003039b48,690f3b510000000003039b48,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@梦星屿,菲越柬,英语,true,false,其他运动-陆地户外（雨季内容）_@梦星屿_菲越柬_英语_690f3b510000000003039b48.mp4
outdoor_68970e5b0000000023028b90,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@橘芋子_菲越柬_英语_68970e5b0000000023028b90.mp4,https://www.xiaohongshu.com/explore/68970e5b0000000023028b90,68970e5b0000000023028b90,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@橘芋子,菲越柬,英语,true,false,其他运动-陆地户外（雨季内容）_@橘芋子_菲越柬_英语_68970e5b0000000023028b90.mp4
outdoor_663266b7000000001e02dd11,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@爱薯lee_菲越柬_英语_663266b7000000001e02dd11.mp4,https://www.xiaohongshu.com/explore/663266b7000000001e02dd11,663266b7000000001e02dd11,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@爱薯lee,菲越柬,英语,true,false,其他运动-陆地户外（雨季内容）_@爱薯lee_菲越柬_英语_663266b7000000001e02dd11.mp4
outdoor_6958552c000000001e026686,/Users/linying/workers/rednote-library/materials/其他运动-陆地户外（雨季内容）_@苏一的旧时光笔记_菲越柬_越南语_6958552c000000001e026686.mp4,https://www.xiaohongshu.com/explore/6958552c000000001e026686,6958552c000000001e026686,outdoor,其他运动-陆地户外（雨季内容）,其他运动,陆地户外（雨季内容）,@苏一的旧时光笔记,菲越柬,越南语,true,false,其他运动-陆地户外（雨季内容）_@苏一的旧时光笔记_菲越柬_越南语_6958552c000000001e026686.mp4
travel_6a05a61b0000000036033d8e,/Users/linying/workers/rednote-library/materials/出行攻略-旅游攻略_@Check琨琨_港澳台_英语_6a05a61b0000000036033d8e.mp4,https://www.xiaohongshu.com/explore/6a05a61b0000000036033d8e,6a05a61b0000000036033d8e,travel,出行攻略-旅游攻略,出行攻略,旅游攻略,@Check琨琨,港澳台,英语,true,false,出行攻略-旅游攻略_@Check琨琨_港澳台_英语_6a05a61b0000000036033d8e.mp4
travel_69e25c8a000000001b001e7e,/Users/linying/workers/rednote-library/materials/出行攻略-旅游攻略_@业余背包客Ar_港澳台_中文（繁体）_69e25c8a000000001b001e7e.mp4,https://www.xiaohongshu.com/explore/69e25c8a000000001b001e7e,69e25c8a000000001b001e7e,travel,出行攻略-旅游攻略,出行攻略,旅游攻略,@业余背包客Ar,港澳台,中文（繁体）,true,false,出行攻略-旅游攻略_@业余背包客Ar_港澳台_中文（繁体）_69e25c8a000000001b001e7e.mp4
travel_695446e0000000001e023721,/Users/linying/workers/rednote-library/materials/出行攻略-旅游攻略_@新西兰小颖 主页更精彩_港澳台_英语_695446e0000000001e023721.mp4,https://www.xiaohongshu.com/explore/695446e0000000001e023721,695446e0000000001e023721,travel,出行攻略-旅游攻略,出行攻略,旅游攻略,@新西兰小颖 主页更精彩,港澳台,英语,true,false,出行攻略-旅游攻略_@新西兰小颖 主页更精彩_港澳台_英语_695446e0000000001e023721.mp4
travel_697c4ee5000000000b008f7e,/Users/linying/workers/rednote-library/materials/出行攻略-旅游攻略_@白川井_港澳台_英语_697c4ee5000000000b008f7e.mp4,https://www.xiaohongshu.com/explore/697c4ee5000000000b008f7e,697c4ee5000000000b008f7e,travel,出行攻略-旅游攻略,出行攻略,旅游攻略,@白川井,港澳台,英语,true,false,出行攻略-旅游攻略_@白川井_港澳台_英语_697c4ee5000000000b008f7e.mp4
travel_6a253e4000000000210213d7,/Users/linying/workers/rednote-library/materials/出行攻略-旅游攻略_@笑西西Stacy_港澳台_中文（繁体）_6a253e4000000000210213d7.mp4,https://www.xiaohongshu.com/explore/6a253e4000000000210213d7,6a253e4000000000210213d7,travel,出行攻略-旅游攻略,出行攻略,旅游攻略,@笑西西Stacy,港澳台,中文（繁体）,true,false,出行攻略-旅游攻略_@笑西西Stacy_港澳台_中文（繁体）_6a253e4000000000210213d7.mp4
travel_6884f822000000000d019c84,/Users/linying/workers/rednote-library/materials/出行攻略-旅游攻略_@自由风_港澳台_中文（繁体）_6884f822000000000d019c84.mp4,https://www.xiaohongshu.com/explore/6884f822000000000d019c84,6884f822000000000d019c84,travel,出行攻略-旅游攻略,出行攻略,旅游攻略,@自由风,港澳台,中文（繁体）,true,false,出行攻略-旅游攻略_@自由风_港澳台_中文（繁体）_6884f822000000000d019c84.mp4
pets_6942986f000000001f004697,/Users/linying/workers/rednote-library/materials/动物其他-萌宠_@彭堡堡_港澳台_中文（繁体）_6942986f000000001f004697.mp4,https://www.xiaohongshu.com/explore/6942986f000000001f004697,6942986f000000001f004697,pets,动物其他-萌宠,动物其他,萌宠,@彭堡堡,港澳台,中文（繁体）,true,false,动物其他-萌宠_@彭堡堡_港澳台_中文（繁体）_6942986f000000001f004697.mp4
pets_687de3c9000000002201f8fb,/Users/linying/workers/rednote-library/materials/动物其他-萌宠_@茉莉乖乖_港澳台_英语_687de3c9000000002201f8fb.mp4,https://www.xiaohongshu.com/explore/687de3c9000000002201f8fb,687de3c9000000002201f8fb,pets,动物其他-萌宠,动物其他,萌宠,@茉莉乖乖,港澳台,英语,true,false,动物其他-萌宠_@茉莉乖乖_港澳台_英语_687de3c9000000002201f8fb.mp4
home_6a30f3850000000017029a02,/Users/linying/workers/rednote-library/materials/家居用品-家居用品_@大花喵_菲越柬_越南语_6a30f3850000000017029a02.mp4,https://www.xiaohongshu.com/explore/6a30f3850000000017029a02,6a30f3850000000017029a02,home,家居用品-家居用品,家居用品,家居用品,@大花喵,菲越柬,越南语,true,false,家居用品-家居用品_@大花喵_菲越柬_越南语_6a30f3850000000017029a02.mp4
home_68bfd87c000000001d01f897,/Users/linying/workers/rednote-library/materials/家居用品-家居用品_@拾点_菲越柬_英语_68bfd87c000000001d01f897.mp4,https://www.xiaohongshu.com/explore/68bfd87c000000001d01f897,68bfd87c000000001d01f897,home,家居用品-家居用品,家居用品,家居用品,@拾点,菲越柬,英语,true,false,家居用品-家居用品_@拾点_菲越柬_英语_68bfd87c000000001d01f897.mp4
beauty_68b66a79000000001d008b73,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@MMq的嘴巴子_新马泰_英语_68b66a79000000001d008b73.mp4,https://www.xiaohongshu.com/explore/68b66a79000000001d008b73,68b66a79000000001d008b73,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@MMq的嘴巴子,新马泰,英语,true,true,彩妆-化妆品推荐_@MMq的嘴巴子_新马泰_英语_68b66a79000000001d008b73.mp4
beauty_68cfd474000000000b03cd5f,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@一打冰茶_港澳台_英语_68cfd474000000000b03cd5f.mp4,https://www.xiaohongshu.com/explore/68cfd474000000000b03cd5f,68cfd474000000000b03cd5f,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@一打冰茶,港澳台,英语,true,true,彩妆-化妆品推荐_@一打冰茶_港澳台_英语_68cfd474000000000b03cd5f.mp4
beauty_6977412c000000002801d6d1,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@一打冰茶_港澳台_英语_6977412c000000002801d6d1.mp4,https://www.xiaohongshu.com/explore/6977412c000000002801d6d1,6977412c000000002801d6d1,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@一打冰茶,港澳台,英语,true,true,彩妆-化妆品推荐_@一打冰茶_港澳台_英语_6977412c000000002801d6d1.mp4
beauty_69d39a840000000023023c25,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@一罐会冒气的可乐_新马泰_中文（简体）_69d39a840000000023023c25.mp4,https://www.xiaohongshu.com/explore/69d39a840000000023023c25,69d39a840000000023023c25,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@一罐会冒气的可乐,新马泰,中文（简体）,true,true,彩妆-化妆品推荐_@一罐会冒气的可乐_新马泰_中文（简体）_69d39a840000000023023c25.mp4
beauty_689ef8fb000000001c03e573,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@小媛奶糖🍬_港澳台_中文（繁体）_689ef8fb000000001c03e573.mp4,https://www.xiaohongshu.com/explore/689ef8fb000000001c03e573,689ef8fb000000001c03e573,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@小媛奶糖🍬,港澳台,中文（繁体）,true,true,彩妆-化妆品推荐_@小媛奶糖🍬_港澳台_中文（繁体）_689ef8fb000000001c03e573.mp4
beauty_69d7813c0000000023010cfd,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@小媛奶糖🍬_港澳台_中文（繁体）_69d7813c0000000023010cfd.mp4,https://www.xiaohongshu.com/explore/69d7813c0000000023010cfd,69d7813c0000000023010cfd,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@小媛奶糖🍬,港澳台,中文（繁体）,true,true,彩妆-化妆品推荐_@小媛奶糖🍬_港澳台_中文（繁体）_69d7813c0000000023010cfd.mp4
beauty_6a3b9b1e0000000011011a84,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@小常阿常_港澳台_英语_6a3b9b1e0000000011011a84.mp4,https://www.xiaohongshu.com/explore/6a3b9b1e0000000011011a84,6a3b9b1e0000000011011a84,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@小常阿常,港澳台,英语,true,true,彩妆-化妆品推荐_@小常阿常_港澳台_英语_6a3b9b1e0000000011011a84.mp4
beauty_68e61f79000000000501332d,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@尤达崽崽_港澳台_中文（繁体）_68e61f79000000000501332d.mp4,https://www.xiaohongshu.com/explore/68e61f79000000000501332d,68e61f79000000000501332d,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@尤达崽崽,港澳台,中文（繁体）,true,true,彩妆-化妆品推荐_@尤达崽崽_港澳台_中文（繁体）_68e61f79000000000501332d.mp4
beauty_699ac123000000000d008827,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@成仙的番茄_新马泰_马来语_699ac123000000000d008827.mp4,https://www.xiaohongshu.com/explore/699ac123000000000d008827,699ac123000000000d008827,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@成仙的番茄,新马泰,马来语,true,true,彩妆-化妆品推荐_@成仙的番茄_新马泰_马来语_699ac123000000000d008827.mp4
beauty_69708dcf000000000b00a3d1,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@涵饱饱-_新马泰_泰语_69708dcf000000000b00a3d1.mp4,https://www.xiaohongshu.com/explore/69708dcf000000000b00a3d1,69708dcf000000000b00a3d1,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@涵饱饱-,新马泰,泰语,true,true,彩妆-化妆品推荐_@涵饱饱-_新马泰_泰语_69708dcf000000000b00a3d1.mp4
beauty_69a69177000000000e03f29d,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@甘露寺公主_港澳台_中文（繁体）_69a69177000000000e03f29d.mp4,https://www.xiaohongshu.com/explore/69a69177000000000e03f29d,69a69177000000000e03f29d,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@甘露寺公主,港澳台,中文（繁体）,true,true,彩妆-化妆品推荐_@甘露寺公主_港澳台_中文（繁体）_69a69177000000000e03f29d.mp4
beauty_68a4836c000000001c03c32a,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@青闻_新马泰_马来语_68a4836c000000001c03c32a.mp4,https://www.xiaohongshu.com/explore/68a4836c000000001c03c32a,68a4836c000000001c03c32a,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@青闻,新马泰,马来语,true,true,彩妆-化妆品推荐_@青闻_新马泰_马来语_68a4836c000000001c03c32a.mp4
beauty_691431c4000000000300dc2d,/Users/linying/workers/rednote-library/materials/彩妆-化妆品推荐_@🥥啵啵小椰（试色版）_新马泰_英语_691431c4000000000300dc2d.mp4,https://www.xiaohongshu.com/explore/691431c4000000000300dc2d,691431c4000000000300dc2d,beauty,彩妆-化妆品推荐,彩妆,化妆品推荐,@🥥啵啵小椰（试色版）,新马泰,英语,true,true,彩妆-化妆品推荐_@🥥啵啵小椰（试色版）_新马泰_英语_691431c4000000000300dc2d.mp4
beauty_6a1e73e3000000002101b9eb,/Users/linying/workers/rednote-library/materials/彩妆测试-化妆品推荐_@小宣_北美_英语_6a1e73e3000000002101b9eb.mp4,https://www.xiaohongshu.com/explore/6a1e73e3000000002101b9eb,6a1e73e3000000002101b9eb,beauty,彩妆测试-化妆品推荐,彩妆测试,化妆品推荐,@小宣,北美,英语,true,true,彩妆测试-化妆品推荐_@小宣_北美_英语_6a1e73e3000000002101b9eb.mp4
beauty_6a35614f0000000016024261,/Users/linying/workers/rednote-library/materials/彩妆测试-化妆品推荐_@开心的芍药花_北美_英语_6a35614f0000000016024261.mp4,https://www.xiaohongshu.com/explore/6a35614f0000000016024261,6a35614f0000000016024261,beauty,彩妆测试-化妆品推荐,彩妆测试,化妆品推荐,@开心的芍药花,北美,英语,true,true,彩妆测试-化妆品推荐_@开心的芍药花_北美_英语_6a35614f0000000016024261.mp4
photography_699c3030000000001a029bfc,/Users/linying/workers/rednote-library/materials/摄影技巧-拍照技巧_@Zhilinglu_📷_新马泰_马来语_699c3030000000001a029bfc.mp4,https://www.xiaohongshu.com/explore/699c3030000000001a029bfc,699c3030000000001a029bfc,photography,摄影技巧-拍照技巧,摄影技巧,拍照技巧,@Zhilinglu_📷,新马泰,马来语,true,false,摄影技巧-拍照技巧_@Zhilinglu_📷_新马泰_马来语_699c3030000000001a029bfc.mp4
photography_67f4f77b000000001c0082ef,/Users/linying/workers/rednote-library/materials/摄影技巧-拍照技巧_@titi小姐姐（拍照版）_新马泰_马来语_67f4f77b000000001c0082ef.mp4,https://www.xiaohongshu.com/explore/67f4f77b000000001c0082ef,67f4f77b000000001c0082ef,photography,摄影技巧-拍照技巧,摄影技巧,拍照技巧,@titi小姐姐（拍照版）,新马泰,马来语,true,false,摄影技巧-拍照技巧_@titi小姐姐（拍照版）_新马泰_马来语_67f4f77b000000001c0082ef.mp4
photography_68490d21000000002002a12d,/Users/linying/workers/rednote-library/materials/摄影技巧-拍照技巧_@兰州空间摄影｜小范同学_新马泰_英语_68490d21000000002002a12d.mp4,https://www.xiaohongshu.com/explore/68490d21000000002002a12d,68490d21000000002002a12d,photography,摄影技巧-拍照技巧,摄影技巧,拍照技巧,@兰州空间摄影｜小范同学,新马泰,英语,true,false,摄影技巧-拍照技巧_@兰州空间摄影｜小范同学_新马泰_英语_68490d21000000002002a12d.mp4
photography_68d53a1b000000000e02161f,/Users/linying/workers/rednote-library/materials/摄影技巧-拍照技巧_@半个柠檬不酸_新马泰_泰语_68d53a1b000000000e02161f.mp4,https://www.xiaohongshu.com/explore/68d53a1b000000000e02161f,68d53a1b000000000e02161f,photography,摄影技巧-拍照技巧,摄影技巧,拍照技巧,@半个柠檬不酸,新马泰,泰语,true,false,摄影技巧-拍照技巧_@半个柠檬不酸_新马泰_泰语_68d53a1b000000000e02161f.mp4
photography_69183fe0000000000d03cba8,/Users/linying/workers/rednote-library/materials/摄影技巧-拍照技巧_@呼呼打呼_新马泰_中文（简体）_69183fe0000000000d03cba8.mp4,https://www.xiaohongshu.com/explore/69183fe0000000000d03cba8,69183fe0000000000d03cba8,photography,摄影技巧-拍照技巧,摄影技巧,拍照技巧,@呼呼打呼,新马泰,中文（简体）,true,false,摄影技巧-拍照技巧_@呼呼打呼_新马泰_中文（简体）_69183fe0000000000d03cba8.mp4
photography_68902f840000000023033831,/Users/linying/workers/rednote-library/materials/摄影技巧-拍照技巧_@困困坂📷_新马泰_马来语_68902f840000000023033831.mp4,https://www.xiaohongshu.com/explore/68902f840000000023033831,68902f840000000023033831,photography,摄影技巧-拍照技巧,摄影技巧,拍照技巧,@困困坂📷,新马泰,马来语,true,false,摄影技巧-拍照技巧_@困困坂📷_新马泰_马来语_68902f840000000023033831.mp4
photography_68d8f6bb0000000013012a2f,/Users/linying/workers/rednote-library/materials/摄影技巧-拍照技巧_@小汪要旺旺📸_新马泰_中文（简体）_68d8f6bb0000000013012a2f.mp4,https://www.xiaohongshu.com/explore/68d8f6bb0000000013012a2f,68d8f6bb0000000013012a2f,photography,摄影技巧-拍照技巧,摄影技巧,拍照技巧,@小汪要旺旺📸,新马泰,中文（简体）,true,false,摄影技巧-拍照技巧_@小汪要旺旺📸_新马泰_中文（简体）_68d8f6bb0000000013012a2f.mp4
photography_68f781c2000000000301cf48,/Users/linying/workers/rednote-library/materials/摄影技巧-拍照技巧_@小猴子_新马泰_泰语_68f781c2000000000301cf48.mp4,https://www.xiaohongshu.com/explore/68f781c2000000000301cf48,68f781c2000000000301cf48,photography,摄影技巧-拍照技巧,摄影技巧,拍照技巧,@小猴子,新马泰,泰语,true,false,摄影技巧-拍照技巧_@小猴子_新马泰_泰语_68f781c2000000000301cf48.mp4
photography_69fddb7d000000001a02ee98,/Users/linying/workers/rednote-library/materials/摄影技巧-拍照技巧_@怀春窃玉_新马泰_英语_69fddb7d000000001a02ee98.mp4,https://www.xiaohongshu.com/explore/69fddb7d000000001a02ee98,69fddb7d000000001a02ee98,photography,摄影技巧-拍照技巧,摄影技巧,拍照技巧,@怀春窃玉,新马泰,英语,true,false,摄影技巧-拍照技巧_@怀春窃玉_新马泰_英语_69fddb7d000000001a02ee98.mp4
photography_66c327dc000000001d015ed9,/Users/linying/workers/rednote-library/materials/摄影技巧-拍照技巧_@火爆薯条_新马泰_中文（简体）_66c327dc000000001d015ed9.mp4,https://www.xiaohongshu.com/explore/66c327dc000000001d015ed9,66c327dc000000001d015ed9,photography,摄影技巧-拍照技巧,摄影技巧,拍照技巧,@火爆薯条,新马泰,中文（简体）,true,false,摄影技巧-拍照技巧_@火爆薯条_新马泰_中文（简体）_66c327dc000000001d015ed9.mp4
